Species,Period,Status,Site,Status_Site,ID,total.blastate.ml,surface.area.cm2,mg.prot..ml,cells..ml,ug.chla..ml,g.AFDW..ml,CAT,POX,SOD,PPO,MEL
M. capitata,2015 Feb,Recovery,Reef 14,Recovery-Reef 14,68,18.5,12.942796,0.333,833333,3.499,0.01,21.56131534,0.443979061,8239.290114,0.72477973,0.013612957
M. capitata,2015 Feb,Recovery,Reef 14,Recovery-Reef 14,69,19.5,10.27858,0.339,978333,2.444,0.009,44.70429872,0.217825533,8937.989033,0.667470238,0.0005858
M. capitata,2015 Feb,Recovery,Reef 14,Recovery-Reef 14,70,15.5,8.872466,0.297,945000,2.28,0.019,120.2751713,0.754166375,31742.2026,2.088732136,0.000209802
M. capitata,2015 Feb,Recovery,Reef 14,Recovery-Reef 14,71,20.5,11.425673,0.262,858333,2.747,0.012,119.1300212,0.469572215,37353.91304,2.540162077,0.000303245
M. capitata,2015 Feb,Recovery,Reef 14,Recovery-Reef 14,72,15.5,5.616202,0.234,836667,1.943,0.007,137.8396474,0.481276506,29725.66931,2.337628743,0.00024447
M. capitata,2015 Feb,Recovery,Reef 14,Recovery-Reef 14,73,18.5,13.164814,0.346,1156667,3.35,0.008,184.2042358,0.384189194,38457.60917,2.219759789,0.000295021
M. capitata,2015 Feb,Recovery,Reef 14,Recovery-Reef 14,74,15,11.055643,0.329,815000,3.183,0.01,47.56194101,0.536031227,12382.30601,0.839120488,0.000403579
M. capitata,2015 Feb,Recovery,Reef 14,Recovery-Reef 14,75,15,7.503355,0.329,1006667,3.169,0.007,88.82623014,0.305677692,12460.06537,0.909005176,0.000285893
M. capitata,2015 Feb,Recovery,Reef 14,Recovery-Reef 14,76,20,16.976123,0.41,1250000,2.908,0.009,95.04949465,0.88061177,15087.75587,0.70762048,0.000372733
M. capitata,2015 Feb,Recovery,Reef 14,Recovery-Reef 14,77,19,10.241577,0.364,708333,2.166,0.009,56.55240721,0.56455227,21874.26845,1.190264368,0.000543884
M. capitata,2015 Feb,Recovery,Reef 14,Recovery-Reef 14,78,34,26.004855,0.477,1360000,3.655,0.01,206.9639641,0.939090364,18689.17617,1.333026733,0.000693087
M. capitata,2015 Feb,Recovery,Reef 14,Recovery-Reef 14,79,17,8.132406,0.32,691667,1.958,0.011,82.81559525,0.159094514,13731.58157,1.004063156,0.000382633
M. capitata,2015 Feb,Recovery,Reef 14,Recovery-Reef 14,80,12,4.136082,0.351,783333,2.734,0.009,102.1162866,0.345054058,20178.48376,1.222477234,0.00020654
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,1,21,8.1954958,0.185295391,850833,0.369,0.01395,461.6058659,0.234024242,19149.72312,0.148924517,0.004610319
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,2,24.5,9.8984878,0.152633704,108500,0.418,0.007875,226.2950545,0.022110104,23476.44982,0.122833911,0.002363133
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,3,26.5,7.8371579,0.254341958,750000,1.138,0.01579,1012.329034,1.504437633,48519.62955,0.230036335,0.003417061
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,4,20,7.2730418,0.190112402,520000,1.753,0.013335,585.4658627,0.106034127,27958.03561,0.174004721,0.005997171
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,5,18.5,6.4747643,0.133969883,12153,0.094,0.00734,403.3857033,0.286503431,26581.8494,0.087757808,0.003995959
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,6,32.5,12.7509994,0.177289417,111875,0.34,0.01134,472.5363556,0.402262716,19783.15996,0.091840803,0.003839435
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,7,31,17.4448711,0.09367147,46944,0.178,0.012195,229.5134889,NA,32673.62746,0.081569495,0.00438422
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,8,25,10.920283,0.12730663,254375,0.968,0.01258,929.9133105,0.624892866,44926.06065,0.269051095,0.005020271
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,9,34.5,9.075375,0.192932116,760000,1.621,0.01231,400.6404368,0.598768035,24695.59169,0.10235351,0.002907658
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,10,34,8.0287445,0.081670902,8403,0.021,0.012215,219.3767284,NA,31567.87663,0.137993292,0.001984587
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,11,35.5,18.4915016,0.352057338,908333,2.618,0.012575,587.5842695,0.347974325,37167.18515,0.354797351,0.004669687
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,12,24.5,11.0444595,0.129253575,40185,0.095,0.01394,391.4817199,0.035772637,27791.21224,0.178863185,0.003367039
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,13,22.5,13.2938281,0.163975336,55625,0.18,0.012485,550.4441021,0.145429683,42684.22812,0.412050769,0.001761059
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,14,27.5,11.949174,0.159999428,442813,0.723,0.013225,370.2169356,0.256499895,40243.22411,0.225408999,0.002092633
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,15,24,10.3135921,0.270416062,1048333,1.581,0.01222,379.8571542,0.981417426,28548.03997,0.218092761,0.00408908
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,16,25.5,6.0348247,0.139343641,542188,1.036,0.011865,370.2943354,0.69466424,22952.28547,0.151013965,0.001733858
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,17,49,5.9993457,0.081995908,265417,0.553,0.0113,432.2046637,0.266976058,34660.04963,0.18540004,0.001604671
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,18,28.5,12.2152665,0.177076898,285000,1.068,0.01141,616.9409444,0.574123755,27845.37112,0.432945783,0.003100389
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,19,31.5,8.4793278,0.158825589,505833,1.172,0.012215,393.0498757,0.087811463,28401.49067,0.163914731,0.005574762
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,20,28,9.3308238,0.223689681,359688,1.118,0.01296,534.5894501,0.50845032,26781.02315,0.164187082,0.004406254
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,21,29.5,8.4261093,0.127245523,564167,1.325,0.012305,528.169251,0.371326994,28270.30863,0.339498966,0.002877516
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,22,23,8.9653901,0.254341958,17986,0.072,0.01249,295.4677298,NA,32531.05883,0.157647911,0.002272407
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,23,34.5,8.4048219,0.168045908,561667,1.258,0.013725,446.8378604,0.334509498,33086.79305,0.168761548,0.002838129
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,24,23,9.6572306,0.194135435,180625,0.992,0.014435,328.6561774,0.017395758,29073.89806,0.15656182,0.001824447
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,25,35,10.1681282,0.080782827,392500,1.466,0.01029,307.0672904,0.374466236,20969.4584,0.09486478,0.002420108
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,26,32,13.7337677,0.112477536,192500,0.675,0.014435,259.6015219,0.302267207,26116.87733,0.225500932,0.002001352
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,27,28,21.2872468,0.088083619,53264,0.805,0.013055,112.5690209,NA,28286.0541,0.159429437,0.003223551
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,28,25,12.2720329,0.129165061,612500,2.285,0.01447,299.6060777,0.684283057,32064.86891,0.146214328,0.001904036
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,29,23,9.3414675,0.106741199,267188,0.808,0.013905,279.9351543,0.077568328,31900.24862,0.193920819,NA
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,30,19,9.0115128,0.08582385,11667,0.054,0.01498,406.8752219,NA,40756.96098,0.105032549,0.003584436
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,31,20.5,9.2421263,0.163892109,662500,1.502,0.01375,274.0370535,0.647715444,22627.12217,0.119947304,0.003861763
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,32,18.5,5.4955439,0.16344788,690833,1.622,0.01419,497.5227908,0.754622916,36366.09137,0.281134027,0.004658658
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,33,33,11.3566747,0.126190664,921250,2.182,0.014775,858.5701144,2.178898631,35518.51605,0.257603779,0.004428082
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,34,31.5,8.2912891,0.056949025,16528,0.024,0.013615,NA,NA,NA,NA,NA
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,35,23.5,7.3830267,0.131753172,787500,0.398,0.01591,118.6567531,0.042214163,28003.72403,0.196999427,0.005511044
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,36,31.5,14.7413713,0.076591632,257500,0.827,0.01355,442.5377239,NA,18264.18309,0.129791271,0.001940304
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,37,23,13.3151155,0.185269322,29028,0.047,0.014105,281.1835153,0.083978736,37070.7422,0.023993924,0.00443668
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,38,23,7.549778,0.318937147,753333,1.472,0.01551,243.9621216,0.053775328,19401.86118,0.147882153,0.004018126
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,39,24,12.9922566,0.403160279,1103333,2.368,0.01425,366.8619272,0.365945443,17986.74918,0.128952204,0.004729268
M. capitata,2015 Oct,Bleaching,Lilipuna,Bleaching-Lilipuna,40,22,8.9121716,0.307748735,529167,1.52,0.015825,418.8625001,0.356100958,30403.28759,0.164354288,0.003362828
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,41,14.5,7.7236251,0.206376109,1266667,2.474,0.013265,296.2069708,0.360473555,22693.29254,0.186912213,0.002357981
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,42,10,10.9983368,0.254341958,520833,2.916,0.01642,193.9758567,0.044573645,28237.39935,0.099052545,0.00245878
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,43,7,3.6328964,0.142227616,567500,1.953,0.013355,169.0684339,0.092113774,30257.66374,0.331609586,0.003355056
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,44,29,17.0616979,0.352057338,526667,1.404,0.01368,63.52701236,0.138526771,23094.81729,0.281671101,0.003116919
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,45,16.5,8.3090286,0.254341958,574167,0.504,0.012075,173.4632266,0.052637158,31561.7112,0.339217242,0.003360199
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,46,16,5.7580885,0.086991434,1088333,1.722,0.013685,75.32124314,0.398289862,41371.35352,0.215740342,0.004322228
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,47,26,8.7454203,0.232676656,297083,1.395,0.011695,363.7711651,0.350890524,36533.62673,0.168135043,0.002967633
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,48,10.5,4.0834797,0.121835042,137500,0.596,0.011085,208.4236156,0.053392438,36086.00328,0.160177313,0.002597643
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,49,26,11.0018847,0.352057338,1154167,3.04,0.014615,521.2975857,1.172305375,31401.29486,0.365144297,0.001836842
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,50,8.5,6.1873844,0.248453627,1107500,2.908,0.013925,275.8814966,0.279975619,25011.46715,0.248867217,0.002103776
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,51,24,11.9456261,0.220860711,326250,1.235,0.013505,189.1629828,0.106818687,30807.50661,0.148898776,0.001709165
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,52,26,7.3794788,0.140146399,1078333,1.665,0.013135,503.1624598,1.489491942,29041.70264,0.30735548,0.002213554
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,53,24,9.6643264,0.176736106,1082500,2.535,0.01209,331.1252547,0.168908476,39265.62663,0.352831038,0.001517345
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,54,16.5,5.0804396,0.168689626,630000,0.334,0.012375,68.14371376,0.013346028,24266.54848,0.142357635,0.004101226
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,55,11,5.8006633,0.25843154,685833,1.445,0.007795,111.8013527,0.315660785,38506.6727,0.514410168,0.002721384
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,56,8,6.5244349,0.254341958,240208,0.254,0.006795,161.4378095,NA,31517.61789,0.125335804,0.00161497
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,57,29.5,9.0505397,0.15804934,663333,1.564,0.01243,NA,NA,NA,NA,NA
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,58,18,9.536602,0.21484802,413438,0.32,0.012165,287.6291993,NA,22207.55186,0.140365755,0.002679468
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,59,20,7.7165293,0.214204301,1076667,2.168,0.013465,147.0086524,0.128163069,19880.17192,0.160203836,0.00411242
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,60,17,15.3090353,0.352057338,634167,2.713,0.014345,191.1445188,0.265008678,20775.64077,0.071510278,0.003185445
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,61,15,4.8143471,0.154016634,23056,0.108,0.012945,239.2714627,0.012448961,21858.02716,0.120339952,0.000346252
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,62,13.5,6.3967105,0.219088988,590833,2.24,0.014205,308.417316,0.35910324,27454.51098,0.260219739,0.001312657
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,63,16.5,5.2294514,0.202257646,705833,1.663,0.012495,202.4892513,NA,17952.38795,0.095642178,0.001777931
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,64,28,8.1884,0.219372981,679167,1.787,0.01437,341.8090547,1.537956829,26687.87784,0.261666266,0.002070253
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,65,9,5.6906784,0.101951261,174375,0.591,0.013315,344.7172137,0.174083349,25517.26571,0.106384269,0.001259625
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,66,8.5,12.9887087,0.211463143,125625,1.583,0.017235,86.39500608,NA,23224.52161,0.113508088,0.001759741
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,67,33.5,13.6592618,0.127716491,407917,1.431,0.014205,433.5663625,0.475780727,25808.46609,0.221527534,0.002419186
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,68,19,9.5046709,0.123216267,568333,1.751,0.013485,270.9477029,0.607477608,45470.7472,0.730733934,0.003764992
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,69,8,5.5913372,0.352057338,1640833,3.29,0.017285,162.7801058,NA,33617.7667,0.161146034,0.001733918
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,70,8,2.8133315,0.117286788,332500,1.198,0.0146,152.3921645,0.150072033,28856.28639,0.27705606,0.00219714
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,71,9,4.7362933,0.171753014,925833,2.715,0.014735,265.5360372,0.110322581,28482.85355,0.207272727,0.003590667
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,72,18,7.5781612,0.14836344,649167,1.991,0.01332,286.4887236,0.29176781,34711.68541,0.357650864,0.001537764
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,73,28.5,11.8320933,0.352057338,485833,1.796,0.01461,218.4839384,0.093993099,28767.64672,0.213051024,0.002735179
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,74,22,6.0986869,0.096890924,340417,1.381,0.010275,245.9748059,0.01721785,21904.78538,0.132003513,0.003180814
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,75,18,6.4641206,0.106277657,689167,1.338,0.01272,320.6537921,0.138160795,35928.41011,0.184214393,0.00461223
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,76,16.5,4.7859639,0.086306707,1059167,1.808,0.01285,125.1201584,0.130261527,29811.25657,0.124058597,0.004465288
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,77,10.5,7.8194184,0.353877345,587500,2.581,0.01823,NA,0.193002913,26209.94278,0.163760048,0.003132018
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,78,16,6.76924,0.249515072,254167,1.087,0.01164,NA,0.061412106,25516.10973,0.127941888,0.003162077
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,79,14,8.3516034,0.249757712,328333,0.671,0.0133,NA,0.058176246,27906.39816,0.032320137,0.001401513
M. capitata,2015 Oct,Bleaching,Reef 14,Bleaching-Reef 14,80,29,12.3358951,0.182330678,739167,0.98,0.01306,NA,0.215905148,22608.36005,0.187117795,0.001770684
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,1,31,11.9882009,0.355764547,1252500,3.235,0.014905,174.77883,1.328927111,36130.29175,0.40890065,0.002485384
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,2,11,5.3216968,0.282001907,1267500,1.721,0.014895,110.0895914,0.695294223,29903.09191,0.607282296,0.001614051
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,3,11.5,5.6303641,0.260676524,1068333,1.705,0.014005,98.29630671,0.407765629,25029.53745,0.218985245,0.00189837
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,4,14,7.4575326,0.449639369,1560000,2.823,0.013675,26.83540783,0.379709158,25928.62529,0.157121031,0.002094403
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,5,12.5,4.8249908,0.262024525,787500,2.669,0.01391,95.89299585,0.88428945,31918.17645,0.251218594,0.001983999
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,6,14.5,5.3394363,0.173433869,785000,1.827,0.01491,111.6535287,0.460115895,24133.3572,0.258577528,0.001922213
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,7,15,9.2953448,0.296560323,1354167,1.964,0.01464,54.28378249,0.183717082,27836.34924,0.26945172,0.001797597
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,8,25,8.0748672,0.248868031,580833,1.747,0.0144,170.8966445,0.580878718,29686.69685,0.044005963,0.001445363
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,9,12,8.4438488,0.279492244,818333,2.591,0.013955,86.73934872,0.714691803,23741.30114,0.18807679,0.002162877
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,10,12.5,4.0870276,0.149647635,642500,1.426,0.01094,68.79694049,1.253368526,33055.5685,0.218842124,0.003110281
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,11,20,5.8148549,0.183329879,641667,1.11,0.01442,143.8763777,1.778605588,35254.86311,0.509791411,0.002442165
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,12,10,5.8929087,0.162974664,1254167,1.633,0.01238,122.5889189,0.680223777,33879.34465,0.391643993,0.002240229
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,13,20,7.1098384,0.236041265,866667,1.442,0.01617,99.50600191,0.972586256,38478.56849,0.560667371,0.002525151
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,14,21,6.520887,0.201872794,524167,1.6,0.01262,129.9046286,1.054461643,43653.73141,0.398637938,0.001719844
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,15,19,9.3521112,0.206293036,1169167,2.194,0.009425,63.68469665,0.633175066,34170.98413,0.266600028,0.002226037
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,16,21.5,9.0150607,0.273547019,1061667,1.783,0.01277,102.6172006,0.520522869,26082.28082,0.134074072,0.002371707
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,17,21,8.649627,0.2220733,554167,1.921,0.012675,70.84621365,0.520573054,18028.1171,0.13377855,0.001642709
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,18,16,9.7281886,0.316533872,1346667,3.879,0.01188,149.222317,2.909290436,29075.73842,0.528187429,0.001295569
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,19,13,4.9278799,0.200126799,1485833,1.37,0.015515,191.0387809,1.506482512,40011.99679,0.249983998,0.002468196
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,20,15,7.1985359,0.241632871,289167,3.04,0.013525,95.28519711,1.430389857,35028.71492,0.101446089,0.00191898
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,21,10.5,5.2259035,0.174130345,900833,1.457,0.012835,64.3124639,0.538365042,39901.95316,0.408024032,0.001599565
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,22,22,11.3353873,0.19998007,565000,2.289,0.017215,166.9556942,1.506472949,33574.57618,1.122658185,0.001652032
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,23,22,8.3764387,0.272638071,714167,1.336,0.01205,83.33887106,1.33514738,44251.33918,0.351024663,0.001528163
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,24,11,7.6242839,0.324996436,1243333,2.39,0.01172,112.4646722,1.54795172,32751.37278,0.248866836,0.001759549
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,25,10,6.095139,0.248359604,865000,2.286,0.01593,228.1950331,2.934853776,27911.08348,0.370010218,0.001252003
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,26,17,10.1858677,0.23259634,1358333,3.566,0.006615,138.7024112,1.353164402,36514.14259,0.352042771,0.002242437
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,27,12,6.9892098,0.19344161,1305000,1.988,0.01152,82.82117026,0.711324443,32095.86837,0.586362041,0.002885392
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,28,9,5.0839875,0.188322351,885000,1.865,0.013205,61.18834338,0.599440477,20511.14879,0.271911144,0.002385681
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,29,36,15.1032571,0.250108262,942500,2.142,0.014405,106.1115815,0.006146542,19054.58463,NA,0.002194949
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,30,16,10.4696997,0.163460997,844167,3.231,0.01259,36.74656073,0.821621382,30998.91522,0.291207578,0.002428097
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,31,15.5,6.0880432,0.058237411,1335833,2.423,0.01102,101.618777,0.499212991,30626.18277,0.072801895,0.00259768
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,32,8,3.5690342,0.214526876,356667,1.265,0.01008,79.78295807,0.659820668,40564.75128,0.296246014,0.002779976
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,33,14,6.5386265,0.156750165,514167,1.631,0.007225,120.5853785,0.651902946,41053.37562,0.551610185,0.002519181
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,34,12,12.2471976,0.245699989,794167,3.028,0.013675,139.4080942,1.059389271,43012.18544,0.272591391,0.002072696
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,35,16.5,6.0703037,0.127092365,777500,1.33,0.01356,67.54727186,0.481577131,30156.38587,NA,0.001689595
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,36,14,3.5619384,0.126620858,740833,1.13,0.009,50.29006761,0.617004553,35575.65056,0.516807233,0.002279874
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,37,15,7.0424283,0.161842442,553333,1.209,0.01196,95.95727452,1.106442201,39456.75618,0.960087412,0.001852554
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,38,9.5,3.9983301,0.231884829,432500,1.845,0.01285,122.9320197,0.962613282,41251.16683,0.520658756,0.001499356
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,39,22,5.9071003,0.122330143,605000,0.982,0.01322,152.7256702,0.772558293,50455.2093,0.602595469,0.002140775
M. capitata,2016 Feb,Recovery,Lilipuna,Recovery-Lilipuna,40,30,10.1361971,0.12310813,752500,1.298,0.014135,80.80464849,0.469345344,33501.0796,0.337506764,0.002038487
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,41,10.5,8.4864236,0.358578801,1730000,4.238,0.015515,84.41036351,0.989347838,35385.7671,0.560233113,0.003747874
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,42,7,5.0201253,0.293275061,1000833,3.959,0.01428,77.51730843,0.889387285,25937.09881,0.24663681,0.00265528
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,43,7.5,7.9968134,0.41124615,2271667,4.35,0.015135,61.70130563,0.496496755,37414.28142,0.464116532,0.005114978
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,44,9,5.917744,0.203500099,615000,3.17,0.014035,35.69184684,0.292326201,21302.41707,0.168899583,0.002823944
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,45,9,4.7717723,0.23980615,448750,1.201,0.013,46.75792615,0.945374165,34747.84399,0.460247949,0.002869399
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,46,7,5.5487624,0.257534818,1289167,3.404,0.013655,90.40756725,0.457611909,33111.06575,0.624016239,0.003063688
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,47,10,5.988702,0.220497932,1465833,1.766,0.01685,119.0487891,0.640529473,28439.63614,0.475821894,0.002806977
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,48,10,6.2654382,0.406777869,1319167,3.239,0.014165,86.66459259,0.566243411,39154.12997,0.471869509,0.002408246
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,49,10,5.5097355,0.254341958,769167,2.861,0.016955,56.44169509,0.543319348,9446.314353,0.384021529,0.001152306
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,50,12,6.6840904,0.361642222,1177500,2.297,0.014065,114.1925897,0.715520193,42836.85381,0.35045887,0.001794659
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,51,11,8.9618422,0.274412072,1960000,2.587,0.016885,79.63247275,0.363102803,29237.93602,0.309847725,0.00172641
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,52,8,10.4732476,0.368003282,1024167,4.57,0.01419,32.71289621,0.277429352,28068.52185,0.080544006,0.001503745
M. capitata,2016 Feb,Recovery,Reef 14,Recovery-Reef 14,53,17.5,10.5016308,0.324565607,1750833,2.192,0.013925,69.58734324,0.235573379,32029.38587,0.215088737,0.002056692
